Mean,Median,Std,Years,Month,grid,Date
-0.08709677419354851,0.7,3.795588837539692,1901.0,1.0,1901.0,1901-01
-2.2392857142857143,-1.75,3.6662968789001256,1901.0,2.0,1901.0833333333333,1901-02
3.8129032258064512,3.2,3.241578004150023,1901.0,3.0,1901.1666666666667,1901-03
9.87,10.25,3.239109072909848,1901.0,4.0,1901.25,1901-04
14.041935483870967,15.0,3.597848819646576,1901.0,5.0,1901.3333333333333,1901-05
17.926666666666666,18.65,3.794000103005955,1901.0,6.0,1901.4166666666667,1901-06
19.438709677419347,19.3,2.4296333631990428,1901.0,7.0,1901.5,1901-07
17.612903225806456,17.9,2.3260469951520575,1901.0,8.0,1901.5833333333333,1901-08
15.073333333333332,14.95,2.2266308758910323,1901.0,9.0,1901.6666666666667,1901-09
9.341935483870966,8.6,2.5480416262361683,1901.0,10.0,1901.75,1901-10
2.99,3.0,2.8293230578209414,1901.0,11.0,1901.8333333333333,1901-11
1.5903225806451615,1.3,2.5174530566572866,1901.0,12.0,1901.9166666666667,1901-12
1.2096774193548387,0.9,3.34029488106561,1902.0,1.0,1902.0,1902-01
1.4250000000000003,0.75,2.9749105184177536,1902.0,2.0,1902.0833333333333,1902-02
5.919354838709677,5.5,2.5263173929442186,1902.0,3.0,1902.1666666666667,1902-03
11.343333333333332,11.7,2.461942509389736,1902.0,4.0,1902.25,1902-04
10.109677419354838,9.1,3.8227699240829445,1902.0,5.0,1902.3333333333333,1902-05
16.03333333333333,16.3,3.5517196741407053,1902.0,6.0,1902.4166666666667,1902-06
19.79032258064516,20.1,3.3293998296699736,1902.0,7.0,1902.5,1902-07
17.700000000000003,17.3,2.5822470834527045,1902.0,8.0,1902.5833333333333,1902-08
14.296666666666663,14.6,3.1216135674307632,1902.0,9.0,1902.6666666666667,1902-09
9.370967741935484,8.6,2.313034593830811,1902.0,10.0,1902.75,1902-10
3.703333333333333,4.300000000000001,3.13824938387667,1902.0,11.0,1902.8333333333333,1902-11
